time	V(mreal)	V(vc)	V(vinput)	V(vobser)	V(vtest)
8.203320312500000e-001	9.922569e-001	4.305853e-002	-2.694061e-001	1.306973e-001	2.000000e+006
8.213085937500000e-001	9.987863e-001	4.292508e-002	-2.707405e-001	1.292906e-001	2.000000e+006
8.222851562500000e-001	1.000000e+000	4.279235e-002	-2.720678e-001	1.290317e-001	2.000000e+006
8.232617187500000e-001	1.000000e+000	4.266027e-002	-2.733887e-001	1.290317e-001	2.000000e+006
8.251668223014236e-001	1.000000e+000	4.240470e-002	-2.759443e-001	1.290317e-001	2.000000e+006
8.258227059945525e-001	1.000000e+000	4.231741e-002	-2.768172e-001	1.290317e-001	2.000000e+006
8.287523934945525e-001	1.000000e+000	4.193112e-002	-2.806801e-001	1.290317e-001	2.000000e+006
8.438193577802668e-001	1.000000e+000	4.006617e-002	-2.993295e-001	1.290317e-001	2.000000e+006
8.588863220659811e-001	1.000000e+000	3.832448e-002	-3.167464e-001	1.290317e-001	2.000000e+006
8.739532863516955e-001	1.000000e+000	3.670605e-002	-3.329305e-001	1.290318e-001	2.000000e+006
8.890202506374098e-001	1.000000e+000	3.521089e-002	-3.478821e-001	1.290318e-001	2.000000e+006
9.040872149231241e-001	1.000000e+000	3.383899e-002	-3.616010e-001	1.290318e-001	2.000000e+006
9.191541792088382e-001	1.000000e+000	3.259036e-002	-3.740873e-001	1.290318e-001	2.000000e+006
9.342211434945525e-001	1.000000e+000	3.146499e-002	-3.853410e-001	1.290318e-001	2.000000e+006
9.351977059945525e-001	1.000000e+000	3.139369e-002	-3.860539e-001	1.290318e-001	2.000000e+006
9.442657863516955e-001	1.000000e+000	3.075321e-002	-3.924587e-001	1.290318e-001	2.000000e+006
9.533338667088382e-001	1.000000e+000	3.014048e-002	-3.985860e-001	1.290318e-001	2.000000e+006
9.624019470659811e-001	1.000000e+000	2.955550e-002	-4.044357e-001	1.290318e-001	2.000000e+006
9.714700274231239e-001	1.000000e+000	2.899828e-002	-4.100079e-001	1.290318e-001	2.000000e+006
9.805381077802668e-001	1.000000e+000	2.846881e-002	-4.153025e-001	1.290318e-001	2.000000e+006
9.896061881374098e-001	1.000000e+000	2.796710e-002	-4.203197e-001	1.290318e-001	2.000000e+006
9.986742684945525e-001	1.000000e+000	2.749314e-002	-4.250593e-001	1.290318e-001	2.000000e+006
9.996508309945525e-001	1.000000e+000	2.744310e-002	-4.255597e-001	1.290318e-001	2.000000e+006
1.000000000000000e+000	1.000000e+000	2.742526e-002	-4.257380e-001	1.290318e-001	2.000000e+006
